image,time
0,0.11254215240478516
1,0.08851408958435059
2,0.09563589096069336
3,0.15532493591308594
4,0.15057897567749023
5,0.12195205688476562
6,0.10372710227966309
7,0.07443690299987793
8,0.07849884033203125
9,0.08499026298522949
10,0.07390499114990234
11,0.08368420600891113
12,0.07610821723937988
13,0.08345603942871094
14,0.08660721778869629
15,0.08484411239624023
16,0.07933592796325684
17,0.07867789268493652
18,0.0757591724395752
19,0.08098626136779785
20,0.08047294616699219
21,0.0768747329711914
22,0.07982993125915527
23,0.07934379577636719
24,0.07553601264953613
25,0.07861495018005371
26,0.07816219329833984
27,0.08650898933410645
28,0.09015083312988281
29,0.08981800079345703
30,0.08502912521362305
31,0.07869696617126465
32,0.07676410675048828
33,0.0938408374786377
34,0.08632564544677734
35,0.09383821487426758
36,0.09083199501037598
37,0.11070895195007324
38,0.096466064453125
39,0.08385586738586426
40,0.0869288444519043
41,0.1021730899810791
42,0.13545775413513184
43,0.07845115661621094
44,0.0796349048614502
45,0.07911205291748047
46,0.07747197151184082
47,0.07810401916503906
48,0.07735705375671387
49,0.09132814407348633
50,0.11012721061706543
51,0.09811186790466309
52,0.07839608192443848
53,0.07777786254882812
54,0.0772857666015625
55,0.08718204498291016
56,0.08741307258605957
57,0.08858776092529297
58,0.10963988304138184
59,0.10188531875610352
60,0.09123921394348145
61,0.09938979148864746
62,0.08249020576477051
63,0.08154916763305664
64,0.08384490013122559
65,0.08027100563049316
66,0.08561587333679199
67,0.08014273643493652
68,0.08253192901611328
69,0.07973122596740723
70,0.08442997932434082
71,0.08135795593261719
72,0.08498501777648926
73,0.0779111385345459
74,0.08640599250793457
75,0.08179807662963867
76,0.11520695686340332
77,0.0864717960357666
78,0.08648109436035156
79,0.08959102630615234
80,0.08159017562866211
81,0.08181405067443848
82,0.08129000663757324
83,0.08010387420654297
84,0.07827615737915039
85,0.07870793342590332
86,0.08010506629943848
87,0.08101105690002441
88,0.07970595359802246
89,0.07886600494384766
90,0.07924985885620117
91,0.09730100631713867
92,0.07762598991394043
93,0.07985901832580566
94,0.07643699645996094
95,0.08516287803649902
96,0.0851290225982666
97,0.08206605911254883
98,0.08197593688964844
99,0.08190584182739258
