send_time          ,time_process          ,image_count ,time_received
1733409606.6445527 , 0.018135547637939453 ,      374.0 ,1733409606.669052
1733409606.679577  , 0.016180753707885742 ,      375.0 ,1733409606.7289338
1733409606.7097397 , 0.014645099639892578 ,      376.0 ,1733409606.7289338
1733409606.7436843 , 0.014310121536254883 ,      377.0 ,1733409606.797805
1733409606.775868  , 0.014840841293334961 ,      378.0 ,1733409606.797805
1733409606.8145869 , 0.01551365852355957  ,      379.0 ,1733409606.860057
1733409606.8469608 , 0.0162506103515625   ,      380.0 ,1733409606.860057
1733409606.8817234 , 0.014312267303466797 ,      381.0 ,1733409606.929761
1733409606.9159963 , 0.017108917236328125 ,      382.0 ,1733409606.929761
1733409606.9469516 , 0.01401972770690918  ,      383.0 ,1733409607.0093281
1733409606.9778452 , 0.013486385345458984 ,      384.0 ,1733409607.0093281
1733409607.0120895 , 0.015202045440673828 ,      385.0 ,1733409607.078318
1733409607.0429876 , 0.01464986801147461  ,      386.0 ,1733409607.078318
1733409607.0730386 , 0.013304948806762695 ,      387.0 ,1733409607.078318
1733409607.1048195 , 0.013451576232910156 ,      388.0 ,1733409607.1542988
1733409607.1379511 , 0.013703107833862305 ,      389.0 ,1733409607.1542988
1733409607.1709366 , 0.015205621719360352 ,      390.0 ,1733409607.2174919
1733409607.2012944 , 0.013571977615356445 ,      391.0 ,1733409607.2174919
1733409607.2329266 , 0.013607978820800781 ,      392.0 ,1733409607.288026
1733409607.268241  , 0.016756772994995117 ,      393.0 ,1733409607.288026
1733409607.2989252 , 0.015239238739013672 ,      394.0 ,1733409607.35303
1733409607.3370578 , 0.014422893524169922 ,      395.0 ,1733409607.35303
1733409607.3697915 , 0.01500391960144043  ,      396.0 ,1733409607.428961
1733409607.4022934 , 0.01360011100769043  ,      397.0 ,1733409607.428961
1733409607.4360788 , 0.01606130599975586  ,      398.0 ,1733409607.489053
1733409607.4662168 , 0.014702796936035156 ,      399.0 ,1733409607.489053
