Sparsity,Inference Time
0.0,2.814805030822754
0.05,2.970564842224121
0.1,3.0845489501953125
0.15000000000000002,3.001802921295166
0.2,2.998934030532837
0.25,3.1001169681549072
0.30000000000000004,2.942930221557617
0.35000000000000003,2.8558661937713623
0.4,2.9429070949554443
0.45,2.932914972305298
0.5,2.918405294418335
0.55,2.897469997406006
0.6000000000000001,2.904917001724243
0.65,2.879106044769287
0.7000000000000001,2.8698880672454834
0.75,2.9180166721343994
0.8,2.980602979660034
0.8500000000000001,2.9470839500427246
0.9,2.9198217391967773
0.9500000000000001,2.9572670459747314
1.0,2.9253971576690674
