Sparsity,Inference Time
0.0,0.5244240760803223
0.05,0.4497082233428955
0.1,0.46272897720336914
0.15000000000000002,0.4581947326660156
0.2,0.46633291244506836
0.25,0.4507620334625244
0.30000000000000004,0.45888710021972656
0.35000000000000003,0.44809603691101074
0.4,0.44492506980895996
0.45,0.4507029056549072
0.5,0.4704461097717285
0.55,0.46517014503479004
0.6000000000000001,0.4615931510925293
0.65,0.4637110233306885
0.7000000000000001,0.4517509937286377
0.75,0.45954108238220215
0.8,0.45076680183410645
0.8500000000000001,0.46117305755615234
0.9,0.45176196098327637
0.9500000000000001,0.46022796630859375
1.0,0.47481870651245117
