Sparsity,Inference Time
0.0,5.464485168457031
0.05,5.200254917144775
0.1,5.006817102432251
0.15000000000000002,5.141512155532837
0.2,4.875127077102661
0.25,4.973688125610352
0.30000000000000004,4.872713088989258
0.35000000000000003,5.045677900314331
0.4,4.858860015869141
0.45,5.012583255767822
0.5,4.904968976974487
0.55,5.123202085494995
0.6000000000000001,5.11196231842041
0.65,4.918015956878662
0.7000000000000001,5.105119705200195
0.75,5.104184865951538
0.8,4.984352111816406
0.8500000000000001,5.1044957637786865
0.9,5.023587942123413
0.9500000000000001,5.101341962814331
1.0,5.021303176879883
