Pruning Amount, Final Accuracy, Time, Memory
0,53.4444444444445,0.06794897715250650,233.08120727539100
0.5,58.111111111111100,0.052907705307006800,232.44457244873000
1,57.2777777777778,0.01587986946105960,231.7508659362790
1.5,58.583333333333300,0.034147183100382500,229.9841537475590
2,63.72222222222220,0.06956720352172850,230.4605369567870
2.5,52.638888888888900,0.05400411287943520,229.81055068969700
3,59.94444444444450,0.034286101659139,229.71106338501000
3.5,58.388888888888900,0.14618984858195000,227.41178131103500
4,54.833333333333300,0.04868364334106450,226.7324676513670
4.5,57.94444444444450,0.017476876576741500,229.45275497436500
5,52.72222222222220,0.018481731414794900,225.98486328125
5.5,57.0555555555556,0.054213921229044600,226.44389724731400
6,53.05555555555560,0.04363679885864260,225.2494010925290
6.5,57.44444444444450,0.016529083251953100,221.82178115844700
7,55.52777777777780,0.017947038014729800,225.08610153198200
7.5,52.388888888888900,0.0446321964263916,219.40339279174800
8,58.0555555555556,0.04949172337849940,223.17537307739300
8.5,56.888888888888900,0.015849192937215200,218.68651580810500
9,57.5,0.01802833875020350,218.0331268310550
9.5,53.5,0.0684045950571696,220.7159309387210
10,53.55555555555560,0.019351720809936500,219.48838424682600
10.5,56.19444444444450,0.04100720087687170,217.7752685546880
11,50.94444444444450,0.1279451847076420,216.51909255981400
11.5,50.30555555555560,0.018792152404785200,220.84917831420900
12,49.25,0.01836570103963220,213.56716537475600
12.5,52.69444444444450,0.05221748352050780,216.84563827514600
13,50.611111111111100,0.055789550145467100,209.53142166137700
13.5,52.611111111111100,0.015895366668701200,212.7522964477540
14,52.111111111111100,0.060457865397135400,208.24133682251000
14.5,48.888888888888900,0.044103145599365200,209.81615829467800
15,47.388888888888900,0.053945700327555300,213.03372192382800
15.5,48.333333333333300,0.017083088556925500,212.43941497802700
16,53.25,0.016481637954711900,213.43111419677700
16.5,46.47222222222220,0.048448403676350900,209.46403121948200
17,48.138888888888900,0.06513134638468430,208.28524017334000
17.5,48.72222222222220,0.06189465522766110,209.26892852783200
18,50.5,0.03453954060872400,209.16651153564500
18.5,47.02777777777780,0.06496715545654300,202.95795822143600
19,49.638888888888900,0.055683294932047500,211.25653457641600
19.5,50.30555555555560,0.016327699025472000,203.9564666748050
20,50.138888888888900,0.015056848526001000,203.2796974182130
20.5,46.5,0.10670558611551900,205.99820709228500
21,46.05555555555560,0.059158722559611,198.70621490478500
21.5,48.861111111111100,0.03519709904988610,203.04869079589800
22,49.5,0.04915452003479000,202.98412322998000
22.5,48.888888888888900,0.04402844111124670,193.9803009033200
23,48.611111111111100,0.08220497767130530,198.90747451782200
23.5,46.111111111111100,0.015435139338175500,197.7686996459960
24,43.69444444444450,0.017049551010131800,197.13354110717800
24.5,41.611111111111100,0.058216492335001600,201.43727111816400
25,38.916666666666700,0.053609609603881800,193.5901756286620
25.5,44.0,0.01739025115966800,192.97466659545900
26,41.55555555555560,0.016603469848632800,191.78338623046900
26.5,36.77777777777780,0.03839691480000810,193.3626480102540
27,41.80555555555560,0.04611778259277340,192.19150161743200
27.5,37.25,0.018384456634521500,192.11303329467800
28,35.833333333333300,0.017757336298624700,189.25739669799800
28.5,39.888888888888900,0.04184993108113610,185.26362228393600
29,43.416666666666700,0.03400095303853350,191.91543197631800
29.5,40.02777777777780,0.01836983362833660,189.6050682067870
30,42.388888888888900,0.05065560340881350,190.65233612060500
30.5,38.916666666666700,0.06482434272766110,188.30327987670900
31,40.0,0.06925614674886070,186.58398818969700
31.5,40.916666666666700,0.049222071965535500,189.28454208374000
32,40.47222222222220,0.015587488810221400,187.01320266723600
32.5,35.80555555555560,0.05403431256612140,185.26961517334000
33,33.138888888888900,0.040831565856933600,184.65205001831100
33.5,33.666666666666700,0.0458378791809082,189.0452423095700
34,39.52777777777780,0.02026216189066570,183.41183471679700
34.5,30.75,0.035410404205322300,184.40979766845700
35,31.5,0.05856243769327800,176.56345748901400
35.5,25.9722222222222,0.018539985020955400,175.36706161499000
36,31.916666666666700,0.016122738520304400,184.248779296875
36.5,35.333333333333300,0.04503186543782550,176.37117767334000
37,31.36111111111110,0.037688493728637700,178.45883560180700
37.5,24.916666666666700,0.016408840815226200,178.48385620117200
38,34.166666666666700,0.017251094182332400,175.60602951049800
38.5,29.972222222222200,0.04179938634236650,174.99024963378900
39,27.61111111111110,0.04826649030049640,175.47417068481400
39.5,30.8055555555556,0.01745883623758950,177.61633682251000
40,27.416666666666700,0.05757610003153480,175.95145797729500
40.5,27.583333333333300,0.015558481216430700,174.1986427307130
41,24.694444444444400,0.04566772778828940,178.01193618774400
41.5,24.805555555555600,0.03408662478129070,168.4809799194340
42,28.722222222222200,0.05411537488301600,171.23821258544900
42.5,30.0,0.05569648742675780,172.26299667358400
43,26.75,0.016029516855875700,161.63621139526400
43.5,25.805555555555600,0.13750314712524400,170.48120498657200
44,20.916666666666700,0.05201824506123860,170.97705459594700
44.5,21.333333333333300,0.01846472422281900,165.88783264160200
45,26.63888888888890,0.01617741584777830,160.82213973999000
45.5,25.555555555555600,0.05459944407145180,168.01604843139600
46,21.194444444444400,0.0485682487487793,154.55490493774400
46.5,22.222222222222200,0.016612768173217800,166.77188110351600
47,23.416666666666700,0.019031842549641900,161.73212051391600
47.5,19.416666666666700,0.03561242421468100,161.11141204834000
48,15.25,0.057961622873942100,158.81712341308600
