Pruning Amount, Final Accuracy, Time, Memory
51.50,11.916666666666700,0.7378246784210210,154.54044342041000
52.00,11.388888888888900,0.6922993659973150,152.814697265625
52.50,7.75,0.6815891265869140,160.58486938476600
53.00,13.916666666666700,0.6976797580718990,149.37303924560500
53.50,11.305555555555600,0.6829698085784910,150.98670959472700
54.00,8.027777777777780,0.655703067779541,158.14501571655300
54.50,9.194444444444450,0.66847825050354,151.4286766052250
55.00,8.333333333333330,0.6777527332305910,149.1729965209960
55.50,9.25,0.6828570365905760,144.6643829345700
56.00,7.638888888888890,0.6796672344207760,151.8586082458500
56.50,7.861111111111110,0.6986610889434810,153.47233200073200
57.00,7.194444444444440,0.6567351818084720,141.70635604858400
57.50,8.25,0.7060363292694090,147.23781967163100
58.00,5.305555555555560,0.6633894443511960,146.64022827148400
58.50,4.083333333333330,0.661125898361206,141.00799942016600
59.00,5.833333333333330,0.65114426612854,144.3116569519040
59.50,5.527777777777780,0.6625139713287350,145.96357345581100
